,Unnamed: 0,date,text,nagisa_score,laura_score,elisa_score,concordancy,id,text_clean,text_normalized
194,194,2018-04-10 01:02:20,Todos os núcleos da novela são melhores do que os envolve a Clara e a chata da Adriana  #OOutroLadoDoParaiso,-1,0,-1,-1,194,Todos os núcleos da novela são melhores do que os envolve a Clara e a chata da Adriana,Todos os núcleos da novela são melhores do que os envolve a Clara e a chata da Adriana 
195,195,2018-04-11 00:42:33,"E essas gays machistas?

 #OOutroLadoDoParaiso",-1,0,-1,-1,195,E essas gays machistas?,E essas gays machistas ? 
196,196,2018-04-10 00:30:29,"Não admito, É GOLPE!!! 😭
#OOutroLadoDoParaiso https://t.co/LrBjKRdTGS",-1,-1,-1,-1,196,"Não admito, É GOLPE!!! 😭","Não admito , É GOLPE ! ! ! 😭 "
197,197,2018-04-10 01:14:29,Filho delegado vê a mãe sendo racista e não faz nada. #OOutroLadoDoParaíso,-1,-1,-1,-1,197,Filho delegado vê a mãe sendo racista e não faz nada.,Filho delegado vê a mãe sendo racista e não faz nada . 
198,198,2018-04-14 01:19:37,Estela bem chatinha que personagem chata credo #OOutroLadoDoParaíso,-1,0,-1,-1,198,Estela bem chatinha que personagem chata credo,Estela bem chatinha que personagem chata credo 
199,199,2018-04-10 00:34:30,"Clara ta sendo escrota.
Adriana nem merece!

#OOutroLadoDoParaiso",-1,-1,-1,-1,199,"Clara ta sendo escrota.
Adriana nem merece!",Clara está sendo escrota . Adriana nem merece ! 
200,200,2018-04-13 00:42:02,"Essa Jô é tão ridícula meu Deus! 
Quando é pra ajudar a Dri a separar o Carneirinho da Clara ela tá ali todo tempo.… https://t.co/Akax0QLUZk",-1,-1,-1,-1,200,"Essa Jô é tão ridícula meu Deus! 
Quando é pra ajudar a Dri a separar o Carneirinho da Clara ela tá ali todo tempo.…",Essa Jô é tão ridícula meu Deus ! Quando é pra ajudar a Tri a separar o Carneirinho da Clara ela tá ali todo tempo . … 
201,201,2018-04-11 21:02:13,Minha definição de ódio tem nome RAQUEL #OOutroLadoDoParaíso,-1,0,-1,-1,201,Minha definição de ódio tem nome RAQUEL,Minha definição de ódio tem nome Raquel 
202,202,2018-04-11 01:35:22,"Tua mãe e assassina aí Xodô meu deus 
#OOutroLadoDoParaíso",-1,0,-1,-1,202,Tua mãe e assassina aí Xodô meu deus,Tua mãe e assassina aí Xodô meu deus 
203,203,2018-04-14 00:34:01,"Bruno quer tudo de mão beijada, até a investigação, né?! Foi assim c/ o divórcio tb. Lembra q pediu pro pai ver a p… https://t.co/YFhUJ3hK7W",-1,0,-1,-1,203,"Bruno quer tudo de mão beijada, até a investigação, né?! Foi assim c/ o divórcio tb. Lembra q pediu pro pai ver a p…","Bruno quer tudo de mão beijada , até a investigação , né ? ! Foi assim com/ o divórcio também . Lembra que pediu pro pai ver a p… "
204,204,2018-04-13 00:41:18,"O autor vai dar alguma história pro personagem vergonhoso da Bárbara Paz. Aposto em algum câncer, DST, alienígena o… https://t.co/3prho0ZvF7",-1,-1,-1,-1,204,"O autor vai dar alguma história pro personagem vergonhoso da Bárbara Paz. Aposto em algum câncer, DST, alienígena o…","O autor vai dar alguma história pro personagem vergonhoso da Bárbara Paz . Aposto em algum câncer , DST , alienígena o… "
205,205,2018-04-13 00:36:38,Estou sem saco pra essa novela. Alguém mais? #OOutroLadoDoParaíso,-1,-1,-1,-1,205,Estou sem saco pra essa novela. Alguém mais?,Estou sem saco pra essa novela . Alguém mais ? 
206,206,2018-04-10 00:30:11,"Sério que o autor dessa novela tá querendo forçar esse estuprador? Ninguém gosta desse embuste!
#OOutroLadoDoParaiso",-1,-1,-1,-1,206,Sério que o autor dessa novela tá querendo forçar esse estuprador? Ninguém gosta desse embuste!,Sério que o autor dessa novela tá querendo forçar esse estuprador ? Ninguém gosta desse embuste ! 
207,207,2018-04-14 00:56:36,"Adriana do jeito q é embuste, nem os doadores anônimos querem doar para ela, ninguém gosta dela, por isso que tá so… https://t.co/deEONRRp7A",-1,-1,-1,-1,207,"Adriana do jeito q é embuste, nem os doadores anônimos querem doar para ela, ninguém gosta dela, por isso que tá so…","Adriana do jeito que é embuste , nem os doadores anônimos querem doar para ela , ninguém gosta dela , por isso que tá so… "
208,208,2018-04-12 00:16:20,"Que texto meusa migos
Miserifuckingcórdia #OOutroLadoDoParaiso",-1,-1,1,-1,208,"Que texto meusa migos
Miserifuckingcórdia",Que texto meus amigos Miserifuckingcórdia 
209,209,2018-04-12 00:14:45,"Já estou cansada de ver Gael socado na casa de Mercedes
#OOutroLadoDoParaiso
#Clarick https://t.co/B5xXdfQkBH",-1,-1,-1,-1,209,Já estou cansada de ver Gael socado na casa de Mercedes,Já estou cansada de ver Gael socado na casa de Mercedes 
210,210,2018-04-12 00:15:41,"#OOutroLadoDoParaiso

a gente tem ranço da Adriana né, mas ela sofreu alienação parental, msm assim acho ela um saco 😂😂😂😂",-1,1,-1,-1,210,"a gente tem ranço da Adriana né, mas ela sofreu alienação parental, msm assim acho ela um saco 😂😂😂😂","A gente tem ranço da Adriana né , mas ela sofreu alienação parental , mesmo assim acho ela um saco 😂😂😂😂 "
211,211,2018-04-11 01:53:19,Sofia podia ter matado o Zé Vítor no lugar do Mariano. Homem chato! #OoutroLadoDoParaíso,-1,0,-1,-1,211,Sofia podia ter matado o Zé Vítor no lugar do Mariano. Homem chato!,Sofia podia ter matado o Zé Vítor no lugar do Mariano . Homem chato ! 
212,212,2018-04-10 00:47:58,"Aí gente, qual a propriedade da beth pra afirmar que o Gael ama a clara?? 😒😒 #OOutroLadoDoParaiso",-1,-1,-1,-1,212,"Aí gente, qual a propriedade da beth pra afirmar que o Gael ama a clara?? 😒😒","Aí gente , qual a propriedade da Beth pra afirmar que o Gael ama a clara ? ? 😒😒 "
213,213,2018-04-12 00:12:44,Alguem some c a Jo #oOutroLadoDoParaíso,-1,-1,-1,-1,213,Alguem some c a Jo,Alguém some com a Jô 
214,214,2018-04-11 01:09:02,"“Não gostei, gosto da vida que a gente tem” Tomaz você só fica enfiado nesse quarto que vida que é essa #OOutroLadodoParaiso",-1,0,-1,-1,214,"“Não gostei, gosto da vida que a gente tem” Tomaz você só fica enfiado nesse quarto que vida que é essa","“Não gostei , gosto da vida que a gente tem” Tomaz você só fica enfiado nesse quarto que vida que é essa "
215,215,2018-04-13 01:20:27,"Bruno é um delegado bem fraquinho
#OOutroLadoDoParaíso",-1,0,-1,-1,215,Bruno é um delegado bem fraquinho,Bruno é um delegado bem fraquinho 
216,216,2018-04-11 18:22:50,"Amália podia morrer.
Muito chata.
Ela e Adriana de #OOutroLadoDoParaíso tão na mesma escala de chatice.… https://t.co/agWfUH8BPA",-1,0,-1,-1,216,"Amália podia morrer.
Muito chata.
Ela e Adriana de  tão na mesma escala de chatice.…",Amália podia morrer . Muito chata . Ela e Adriana de tão na mesma escala de chatice . … 
217,217,2018-04-13 01:07:03,Nunca peguei ranço tão rápido por uma pessoa como peguei pelo Zé Victor #OOutroLadoDoParaiso https://t.co/xcN9GuemL4,-1,-1,-1,-1,217,Nunca peguei ranço tão rápido por uma pessoa como peguei pelo Zé Victor,Nunca peguei ranço tão rápido por uma pessoa como peguei pelo Zé Victor 
218,218,2018-04-13 00:35:41,"Faltou uns tapas na cara nessa novela, né ? Tipo Clara e Sophia, Beth e Jô #OOutroLadoDoParaiso",-1,-1,-1,-1,218,"Faltou uns tapas na cara nessa novela, né ? Tipo Clara e Sophia, Beth e Jô","Faltou uns tapas na cara nessa novela , né ? Tipo Clara e Sophia , Beth e Jô "
219,219,2018-04-10 00:29:55,"eu já não estava assistindo a novela.. agr então!!! RIDÍCULO 
#OOutroLadoDoParaiso",-1,-1,-1,-1,219,eu já não estava assistindo a novela.. agr então!!! RIDÍCULO,Eu já não estava assistindo a novela ... agora então ! ! ! RIDÍCULO 
220,220,2018-04-11 00:36:36,"A novela começou tão legal e conseguiram cagar a porra toda. 
Cancela essa merda. 
#OOutroLadoDoParaíso",-1,0,-1,-1,220,"A novela começou tão legal e conseguiram cagar a porra toda. 
Cancela essa merda.",A novela começou tão legal e conseguiram cagar a porra toda . Cancela essa merda . 
221,221,2018-04-10 00:32:35,💔 CLARICK  e fim.  #OOutroLadoDoParaíso https://t.co/7D0fsUAuNX,-1,-1,-1,-1,221,💔 CLARICK  e fim.,💔 Clarice e fim . 
222,222,2018-04-12 00:28:32,#OOutroLadoDoParaiso única novela que estuprador agressor vira mocinho......... NOVELA LIXO!,-1,-1,-1,-1,222,única novela que estuprador agressor vira mocinho......... NOVELA LIXO!,única novela que estuprador agressor vira mocinho ... NOVELA LIXO ! 
223,223,2018-04-14 00:19:46,Bruno é banana demais pra ser delegado. #OOutroLadoDoParaíso,-1,-1,-1,-1,223,Bruno é banana demais pra ser delegado.,Bruno é banana demais pra ser delegado . 
224,224,2018-04-10 02:42:40,Af ainda bem que eu tô fazendo faculdade e não vejo essas coisas #OOutroLadoDoParaiso,-1,0,-1,-1,224,Af ainda bem que eu tô fazendo faculdade e não vejo essas coisas,Ave Maria ainda bem que eu tô fazendo faculdade e não vejo essas coisas 
225,225,2018-04-12 00:15:07,Nem sei pra que perder tempo gravando esse pedaço / inútil  #OOutroLadoDoParaiso,-1,-1,-1,-1,225,Nem sei pra que perder tempo gravando esse pedaço / inútil,Nem sei pra que perder tempo gravando esse pedaço / inútil 
226,226,2018-04-12 00:18:31,#OOutroLadoDoParaíso aff ranço máximo da Jô,-1,-1,-1,-1,226,aff ranço máximo da Jô,Ave Maria ranço máximo da Jô 
227,227,2018-04-10 01:02:55,"#OOutroLadoDoParaiso
Essa Estela é outra chata",-1,0,-1,-1,227,Essa Estela é outra chata,Essa Estela é outra chata 
228,228,2018-04-13 00:50:14,"Nossa como a Jô é monstruosa.
#OOutroLadoDoParaiso",-1,-1,-1,-1,228,Nossa como a Jô é monstruosa.,Nossa como a Jô é monstruosa . 
229,229,2018-04-12 00:35:54,"A Lívia era estéril a novela toda, do nada deu a doida no autor e a giromba mágica do Mariano fez ela ficar prenha. #OOutroLadoDoParaiso",-1,0,-1,-1,229,"A Lívia era estéril a novela toda, do nada deu a doida no autor e a giromba mágica do Mariano fez ela ficar prenha.","A Lívia era estéril a novela toda , do nada deu a doida no autor e a tromba mágica do Mariano fez ela ficar prenha . "
230,230,2018-04-14 00:27:10,"eu gostava tanto do Bruno no início, hoje não suposto ele, muito bobo #OOutroLadodoParaiso",-1,-1,-1,-1,230,"eu gostava tanto do Bruno no início, hoje não suposto ele, muito bobo","Eu gostava tanto do Bruno no início , hoje não suposto ele , muito bobo "
231,231,2018-04-12 00:34:20,Achou deu ruim Sophia #OOutroLadoDoParaiso,-1,-1,0,-1,231,Achou deu ruim Sophia,Achou deu ruim Sophia 
232,232,2018-04-13 00:51:57,"A máscara da Jô caiu junto com a casa dela,,ela foi pro olho da rua,,essa cobra venenosa,,
#OOutroLadoDoParaíso",-1,-1,0,-1,232,"A máscara da Jô caiu junto com a casa dela,,ela foi pro olho da rua,,essa cobra venenosa,,","A máscara da Jô caiu junto com a casa dela , , ela foi pro olho da rua , , essa cobra venenosa , , "
233,233,2018-04-12 00:14:41,Adriana é tão ruim pra mãe que ela deveria morrer mesmo.  #OOutroLadoDoParaíso,-1,-1,-1,-1,233,Adriana é tão ruim pra mãe que ela deveria morrer mesmo.,Adriana é tão ruim pra mãe que ela deveria morrer mesmo . 
234,234,2018-04-13 01:21:03,"Bruno, como delegado nessa novela é igual a Rainha Elizabeth do Reino Unido  é uma mera figura decorativa kkk. Porq… https://t.co/QL359EHNNF",1,-1,-1,-1,234,"Bruno, como delegado nessa novela é igual a Rainha Elizabeth do Reino Unido  é uma mera figura decorativa kkk. Porq…","Bruno , como delegado nessa novela é igual a Rainha Elizabeth do Reino Unido é uma mera figura decorativa kcs . Porq… "
235,235,2018-04-11 00:42:52,"Gente, pelo amor de Deus, que mico foi esse? Desmerecer o feminismo com uma piada ridícula dessa! O escritor dessa… https://t.co/MircTlxVwU",-1,0,-1,-1,235,"Gente, pelo amor de Deus, que mico foi esse? Desmerecer o feminismo com uma piada ridícula dessa! O escritor dessa…","Gente , pelo amor de Deus , que mico foi esse ? Desmerecer o feminismo com uma piada ridícula dessa ! O escritor dessa… "
236,236,2018-04-11 01:31:51,"Só na cabeça de Carrasco, Patrick é esse super home pica das galáxias. Pqp, viu? #OOutroLadoDoParaíso",-1,0,-1,-1,236,"Só na cabeça de Carrasco, Patrick é esse super home pica das galáxias. Pqp, viu?","Só na cabeça de Carrasco , Patrick é esse super home pica das galáxias . Puta que pariu , viu ? "
237,237,2018-04-11 01:26:05,Essa novela ta uó mds #OOutroLadoDoParaíso,-1,0,-1,-1,237,Essa novela ta uó mds,Essa novela está ó modos 
238,238,2018-04-13 01:34:00,"#OOutroLadoDoParaíso
Esse carinho repentino da Adriana pelo nicolauzinho é ridiculo. Falsa do caralho só porque tá morrendo.",-1,-1,-1,-1,238,Esse carinho repentino da Adriana pelo nicolauzinho é ridiculo. Falsa do caralho só porque tá morrendo.,Esse carinho repentino da Adriana pelo nicolauzinho é ridículo . Falsa do Carlo só porque tá morrendo . 
239,239,2018-04-11 00:43:19,Núcleo mais tosco da novela #OoutroLadodoParaiso https://t.co/ayQKOkzu7v,-1,0,-1,-1,239,Núcleo mais tosco da novela,Núcleo mais tosco da novela 
240,240,2018-04-12 00:18:44,Jó é tão insuportável quanto a Adriana.  #OOutroladoDoParaiso,-1,-1,-1,-1,240,Jó é tão insuportável quanto a Adriana.,Jó é tão insuportável quanto a Adriana . 
241,241,2018-04-14 00:50:30,nossa lívia amiga tu és péssima kkkkkkkkk #ooutroladodoparaíso,1,-1,-1,-1,241,nossa lívia amiga tu és péssima kkkkkkkkk,Nossa lívia amiga tu és péssima kkkkkkkkk 
242,242,2018-04-12 00:17:39,O personagem dessa Adriana é nojento demais! Parece que tem uma almofada no lugar do cérebro e um rei no lugar do e… https://t.co/pnh3oCNvnt,-1,-1,-1,-1,242,O personagem dessa Adriana é nojento demais! Parece que tem uma almofada no lugar do cérebro e um rei no lugar do e…,O personagem dessa Adriana é nojento demais ! Parece que tem uma almofada no lugar do cérebro e um rei no lugar do e… 
243,243,2018-04-10 00:55:33,Cena da Adriana e eu zZzZzz #OOutroLadoDoParaiso,-1,-1,-1,-1,243,Cena da Adriana e eu zZzZzz,Cena da Adriana e eu zZzZzz 
244,244,2018-04-14 00:50:03,"#OOutroLadoDoParaiso 
Deleta e faz de novo.",-1,0,-1,-1,244,Deleta e faz de novo.,Deleta e faz de novo . 
245,245,2018-04-10 00:29:46,meu clarick não porra do caralho cu caralhao cuzao disgraçaaaaaaaaa #OOutroLadoDoParaíso https://t.co/kHCG19J0A2,-1,-1,-1,-1,245,meu clarick não porra do caralho cu caralhao cuzao disgraçaaaaaaaaa,Meu Clarice não porra do Carlo cu baralho cuja disgraça 
246,246,2018-04-12 14:29:56,Que a Jô é um vaca todo mundo já sabia né gente #OOutroLadoDoParaiso,-1,-1,-1,-1,246,Que a Jô é um vaca todo mundo já sabia né gente,Que a Jô é um vaca todo mundo já sabia né gente 
247,247,2018-04-11 01:15:59,Aí não consigo achar lindo a Lívia com Tomás pq a porra do filho não é dela e vocês não podem esquecer que foi ela… https://t.co/2leE3P78kp,-1,0,-1,-1,247,Aí não consigo achar lindo a Lívia com Tomás pq a porra do filho não é dela e vocês não podem esquecer que foi ela…,Aí não consigo achar lindo a Lívia com Tomás porque a porra do filho não é dela e vocês não podem esquecer que foi ela… 
248,248,2018-04-10 00:26:03,Não mereço a Clara usando o Gael como desculpa para deixar o Patrick. É tipo falar que tá preferindo o demônio. #OOutroLadoDoParaíso,-1,-1,-1,-1,248,Não mereço a Clara usando o Gael como desculpa para deixar o Patrick. É tipo falar que tá preferindo o demônio.,Não mereço a Clara usando o Gael como desculpa para deixar o Patrick . É tipo falar que tá preferindo o demônio . 
249,249,2018-04-12 01:17:13,Essa Jô não serve nem pra doar um rim! Desgraça #OOutroLadoDoParaíso https://t.co/RqqHOnixsF,-1,-1,-1,-1,249,Essa Jô não serve nem pra doar um rim! Desgraça,Essa Jô não serve nem pra doar um rim ! Desgraça 
250,250,2018-04-13 00:49:35,"Quero ver a Adriana falar que essa imunda é a mãe dela agora, e ter o carinho que tinha antes #OOutroLadoDoParaiso",-1,-1,0,-1,250,"Quero ver a Adriana falar que essa imunda é a mãe dela agora, e ter o carinho que tinha antes","Quero ver a Adriana falar que essa imunda é a mãe dela agora , e ter o carinho que tinha antes "
251,251,2018-04-13 00:50:27,MUITO FRACO BETH METE UM MURRO #OOutroLadoDoParaiso,-1,-1,-1,-1,251,MUITO FRACO BETH METE UM MURRO,MUITO FRACO Beth METE UM MURRO 
252,252,2018-04-10 01:13:56,Adriana tinha tudo pra ser uma personagem FODÁSTICA. A atriz é ótima e tem presença. Saiu de promissora advogada in… https://t.co/WnbKqRGN2J,-1,1,-1,-1,252,Adriana tinha tudo pra ser uma personagem FODÁSTICA. A atriz é ótima e tem presença. Saiu de promissora advogada in…,Adriana tinha tudo pra ser uma personagem Monástica . A atriz é ótima e tem presença . Saiu de promissora advogada in… 
253,253,2018-04-10 05:01:42,"K.O já está enchendo o saco na trama das nove, e o pior é ter que aguentar que cura gay existe, ah tá, conta outra… https://t.co/scgMSxk9FW",-1,-1,-1,-1,253,"K.O já está enchendo o saco na trama das nove, e o pior é ter que aguentar que cura gay existe, ah tá, conta outra…","K . O já está enchendo o saco na trama das nove , e o pior é ter que aguentar que cura gay existe , ah tá , conta outra… "
254,254,2018-04-13 01:02:02,"#ooutroladodoparaiso se fosse atriz, eu morreria de vergonha de ter essa novela no meu currículo.",-1,-1,-1,-1,254,"se fosse atriz, eu morreria de vergonha de ter essa novela no meu currículo.","Se fosse atriz , eu morreria de vergonha de ter essa novela no meu currículo . "
255,255,2018-04-13 01:53:40,#WalcyrNuncaMais #OOutroLadoDoParaiso,-1,0,-1,-1,255,,
256,256,2018-04-11 01:31:31,Ver o patrick assim me deixa mal cara #OoutroLadoDoParaíso,-1,0,-1,-1,256,Ver o patrick assim me deixa mal cara,Ver o Patrick assim me deixa mal cara 
257,257,2018-04-10 00:25:20,EU TÔ REVOLTADA COM ESSA NOVELA!!! #ooutroladodoparaiso,-1,-1,-1,-1,257,EU TÔ REVOLTADA COM ESSA NOVELA!!!,EU TÔ REVOLTADA COM ESSA NOVELA ! ! ! 
258,258,2018-04-13 01:35:40,"#OOutroLadoDoParaíso
NICOLAU MERECE UMA 10/10 E NÃO UMA -10/10 MIMADA E CHATA",-1,1,-1,-1,258,NICOLAU MERECE UMA 10/10 E NÃO UMA -10/10 MIMADA E CHATA,Nicolau MERECE UMA 10/10 E NÃO UMA -10/10 MIMADA E CHATA 
259,259,2018-04-13 01:16:19,Não consigo olha para a Clara da novela e sua meia franja me da desespero  #OOutroLadoDoParaiso,-1,-1,-1,-1,259,Não consigo olha para a Clara da novela e sua meia franja me da desespero,Não consigo olha para a Clara da novela e sua meia franja me da desespero 
260,260,2018-04-12 00:00:23,"Raquel, cala a boca, vai #ooutroladodoparaiso",-1,0,-1,-1,260,"Raquel, cala a boca, vai","Raquel , cala a boca , vai "
261,261,2018-04-13 01:16:26,#ooutroladodoparaiso porra gastaram um dinheiro e o Portuga vai ficar cego ? https://t.co/PT1MZZu97D,-1,-1,-1,-1,261,porra gastaram um dinheiro e o Portuga vai ficar cego ?,Porra gastaram um dinheiro e o Portuga vai ficar cego ? 
262,262,2018-04-10 00:50:16,"Beth nem pra ajudar a filha, todos que chegam perto da Clara só atrapalhar ela, o único que chegou perto que era ma… https://t.co/eV1AlZ3e4A",-1,0,-1,-1,262,"Beth nem pra ajudar a filha, todos que chegam perto da Clara só atrapalhar ela, o único que chegou perto que era ma…","Beth nem pra ajudar a filha , todos que chegam perto da Clara só atrapalhar ela , o único que chegou perto que era ma… "
263,263,2018-04-12 00:18:11,"""O Henrique não pode falar nada ao meu respeito"" Só que vc é uma alma sebosa né minha querida #OOutroLadoDoParaiso",-1,-1,-1,-1,263,"""O Henrique não pode falar nada ao meu respeito"" Só que vc é uma alma sebosa né minha querida",""" O Henrique não pode falar nada ao meu respeito "" Só que você é uma alma sebosa né minha querida "
264,264,2018-04-10 00:50:01,Q q cês tao achando da clara terminar com o patrick pela irmã? Me chama de egoista mas eu acho q isso n tem NADA a… https://t.co/ITUKZqgQiX,-1,-1,-1,-1,264,Q q cês tao achando da clara terminar com o patrick pela irmã? Me chama de egoista mas eu acho q isso n tem NADA a…,Que que cês tão achando da clara terminar com o Patrick pela irmã ? Me chama de egoísta mas eu acho que isso não tem NADA a… 
265,265,2018-04-10 00:26:13,"Meu ranço pela Adriana só começa 
#OOutroLadoDoParaíso",-1,-1,-1,-1,265,Meu ranço pela Adriana só começa,Meu ranço pela Adriana só começa 
266,266,2018-04-12 00:31:07,"que ranço dessa Ju, quem vê cara, não vê coração #OOutroLadoDoParaiso",-1,-1,-1,-1,266,"que ranço dessa Ju, quem vê cara, não vê coração","Que ranço dessa Jô , quem vê cara , não vê coração "
267,267,2018-04-12 00:14:37,Essa Adriana é um embuste msm #OOutroLadoDoParaiso,-1,-1,-1,-1,267,Essa Adriana é um embuste msm,Essa Adriana é um embuste mesmo 
268,268,2018-04-10 00:31:12,"Eu tô é sem reação, eu nem sei o que falar depois dessa cena, o sofrimento do meu Patrick a idiota da Clara q apesa… https://t.co/qzZOqYSLXO",-1,-1,-1,-1,268,"Eu tô é sem reação, eu nem sei o que falar depois dessa cena, o sofrimento do meu Patrick a idiota da Clara q apesa…","Eu tô é sem reação , eu nem sei o que falar depois dessa cena , o sofrimento do meu Patrick a idiota da Clara que apesa… "
269,269,2018-04-14 00:22:48,"mas gente, isso nunca poderia ser feito num hospital #OOutroLadoDoParaiso",-1,0,-1,-1,269,"mas gente, isso nunca poderia ser feito num hospital","Mas gente , isso nunca poderia ser feito num hospital "
270,270,2018-04-11 01:28:16,eu não suporto mais essa Fabiana e esse Renato  #OOutroLadoDoParaiso,-1,0,-1,-1,270,eu não suporto mais essa Fabiana e esse Renato,Eu não suporto mais essa Fabiana e esse Renato 
271,271,2018-04-13 00:42:29,"Diálogos sem noção em todos os lugares
#OOutroLadoDoParaíso",-1,-1,-1,-1,271,Diálogos sem noção em todos os lugares,Diálogos sem noção em todos os lugares 
272,272,2018-04-10 00:30:56,"O que essa Clara tem na cabeça mano? Sinceramente, ela tá achando que o Patrick vai ficar com a mimada, sendo que m… https://t.co/8BClgt4tVT",-1,0,-1,-1,272,"O que essa Clara tem na cabeça mano? Sinceramente, ela tá achando que o Patrick vai ficar com a mimada, sendo que m…","O que essa Clara tem na cabeça mano ? Sinceramente , ela tá achando que o Patrick vai ficar com a mimada , sendo que m… "
273,273,2018-04-12 00:11:53,"Todo mundo nessa novela é besta, eu fico com ódio #OOutroLadoDoParaíso",-1,-1,-1,-1,273,"Todo mundo nessa novela é besta, eu fico com ódio","Todo mundo nessa novela é besta , eu fico com ódio "
274,274,2018-04-14 00:52:58,Gael burro. Tinha q ter falado nd de cofre cara #OOutroLadoDoParaiso https://t.co/CS2asLjXr2,-1,-1,-1,-1,274,Gael burro. Tinha q ter falado nd de cofre cara,Gael burro . Tinha que ter falado nd de cofre cara 
275,275,2018-04-11 00:34:59,esse nucleo de samuel e suzy e a cura gay eh um porre #OoutroLadoDoParaíso,-1,0,-1,-1,275,esse nucleo de samuel e suzy e a cura gay eh um porre,Esse núcleo de Samuel e Suzi e a cura gay é um porre 
276,276,2018-04-10 00:58:20,"vendo o Henrique conversando com a Jo fico pensando se existe mesmo caras sem personalidade como ele, que banana #OOutroLadoDoParaiso",-1,-1,-1,-1,276,"vendo o Henrique conversando com a Jo fico pensando se existe mesmo caras sem personalidade como ele, que banana","Vendo o Henrique conversando com a Jô fico pensando se existe mesmo caras sem personalidade como ele , que banana "
277,277,2018-04-12 00:23:05,Parabens Adriana e Jô.... conseguiram o título de maiores embustes da novela!!! Aaaaaa  #OOutroLadoDoParaíso,-1,0,-1,-1,277,Parabens Adriana e Jô.... conseguiram o título de maiores embustes da novela!!! Aaaaaa,Parabéns Adriana e Jô ... conseguiram o título de maiores embustes da novela ! ! ! Aa 
278,278,2018-04-14 01:10:23,Que susto cassete #OOutroLadoDoParaíso,-1,-1,-1,-1,278,Que susto cassete,Que susto cassete 
279,279,2018-04-12 00:32:01,"Com o dinheiro todo do Henrique, ele poderia comprar 60 rins pra Adriana... 
Até parece que é tudo bonzinho assim né?! #OOutroLadoDoParaíso",-1,1,-1,-1,279,"Com o dinheiro todo do Henrique, ele poderia comprar 60 rins pra Adriana... 
Até parece que é tudo bonzinho assim né?!","Com o dinheiro todo do Henrique , ele poderia comprar 60 rins pra Adriana ... Até parece que é tudo bonzinho assim né ? ! "
280,280,2018-04-12 00:35:19,Agora a sofia se fudeu #OOutroLadoDoParaíso,-1,-1,0,-1,280,Agora a sofia se fudeu,Agora a Sofia se fedeu 
281,281,2018-04-14 00:58:08,Clara foi boba em aceitar sair jantar com Gael #OOutroLadoDoParaiso,-1,-1,-1,-1,281,Clara foi boba em aceitar sair jantar com Gael,Clara foi boba em aceitar sair jantar com Gael 
282,282,2018-04-12 00:13:06,Adriana embuste nojenta  #OOutroLadoDoParaíso,-1,-1,-1,-1,282,Adriana embuste nojenta,Adriana embuste nojenta 
283,283,2018-04-10 01:03:05,#OOutroLadoDoParaíso que morra essa Adriana FDP monga frouxa mimada,-1,-1,-1,-1,283,que morra essa Adriana FDP monga frouxa mimada,Que morra essa Adriana filho da puta manga frouxa mimada 
284,284,2018-04-10 01:18:17,Nádia pedindo desculpas à Raquel.... pelo menos mudaram o cenário. Zzzzzz #OOutroLadoDoParaíso,-1,0,-1,-1,284,Nádia pedindo desculpas à Raquel.... pelo menos mudaram o cenário. Zzzzzz,Nádia pedindo desculpas à Raquel ... pelo menos mudaram o cenário . Zzzzzz 
285,285,2018-04-14 00:21:28,Bruno é meio lento pra perceber as coisas né? E Gael pagando de bonzinho regenerado não dá #OOutroLadoDoParaiso,-1,-1,-1,-1,285,Bruno é meio lento pra perceber as coisas né? E Gael pagando de bonzinho regenerado não dá,Bruno é meio lento pra perceber as coisas né ? E Gael pagando de bonzinho regenerado não dá 
286,286,2018-04-11 00:33:57,"Ser gay é uma coisa. Ser uma bicha piriguete, vagabunda e atirada igual ao Samuel é demais.

#OOutroLadoDoParaiso",-1,0,-1,-1,286,"Ser gay é uma coisa. Ser uma bicha piriguete, vagabunda e atirada igual ao Samuel é demais.","Ser gay é uma coisa . Ser uma bicha piruete , vagabunda e atirada igual ao Samuel é demais . "
287,287,2018-04-14 01:27:51,"Patrick é o único que tá salvando essa novela. Clara continua burra, anã chata, Bruno e Raquel chatos, família do S… https://t.co/TkhQKJh0O8",-1,0,-1,-1,287,"Patrick é o único que tá salvando essa novela. Clara continua burra, anã chata, Bruno e Raquel chatos, família do S…","Patrick é o único que tá salvando essa novela . Clara continua burra , anã chata , Bruno e Raquel chatos , família do sim… "
288,288,2018-04-12 00:28:17,COMO ASSIM NÃO VAI DOAR GENTE????? #OOutroLadoDoParaiso,-1,0,-1,-1,288,COMO ASSIM NÃO VAI DOAR GENTE?????,COMO ASSIM NÃO VAI DOAR GENTE ? ? ? ? ? 
289,289,2018-04-11 00:29:03,"Então agora Mercedes regenera psicopata, Adriana cura traumas do passado com hipnose... fico imaginando o que falta… https://t.co/kI9RISItti",-1,0,-1,-1,289,"Então agora Mercedes regenera psicopata, Adriana cura traumas do passado com hipnose... fico imaginando o que falta…","Então agora Mercedes regenera psicopata , Adriana cura traumas do passado com hipnose ... fico imaginando o que falta… "
