date,text,nagisa_score,laura_score,elisa_score
2018-04-11 01:14:50,O bordel vai ficar sem mulher KKKKKKKKKKKKKK #OoutroLadoDoParaíso,1,0,1
2018-04-12 00:04:23,"A carta na manga do Patrick é a Beatriz q vai aparecer vivíssima, certeza #OOutroLadoDoParaíso",1,1,0
2018-04-10 01:44:12,"Samuel flertou com o limpador de vidros, com o comprador de esmeraldas, com a versão Cido frentista e com o entrega… https://t.co/hCYyDpJBU0",0,0,0
2018-04-10 01:31:32,Aqui em casa não vem entregador de pizza gato assim 😭#OOutroLadoDoParaíso,-1,-1,1
2018-04-11 00:34:36,Já deu de Samuel nessa novela #OOutroLadoDoParaiso,-1,0,-1
2018-04-12 00:32:10,"Faço minhas as palavras do meu marido
- Adriana é o personagem mais desnecessário da novela desde o começo 
#OOutroLadoDoParaíso",-1,-1,-1
2018-04-12 00:35:33,"Acharam o seu escalpo @oJulianoCazarre kkkkkkkk

#OoutroLadoDoParaíso",1,1,1
2018-04-14 00:49:04,"O Sérgio Guizé é veiudo, né? 

#OOutroLadoDoParaíso",0,0,-1
2018-04-13 00:51:53,Amo que a Gloria enche a mão #OoutroLadoDoParaíso https://t.co/nFWK0u7rF8,1,1,1
2018-04-10 00:28:57,Patrick não merece isso #OOutroLadoDoParaiso,-1,-1,-1
2018-04-13 01:01:12,Quero ver meus protagonistas Clarick #OOutroLadoDoParaíso,0,0,0
2018-04-11 01:13:21,Dona Caetana mais lúcida que muita gente #OOutroLadoDoParaíso,0,0,1
2018-04-14 01:19:59,"Estela poderia levantar uma bandeira, mas ficou vítima de seu nanismo.  #OOutroLadoDoParaíso",-1,0,-1
2018-04-11 01:36:22,"Walcyr poderia fazer uma enquete com os telespectadores para que a gente decida o final de alguns casais, por exemp… https://t.co/FMsG4PQypA",0,0,0
2018-04-11 01:29:03,Acho Clara muita paciente e evoluída. Pq se sou eu com essa moça eu nem tinha aberto a porta pra ela. Chata pra car… https://t.co/QcrtfF3Nbj,-1,0,1
2018-04-14 01:20:02,"- Casa logo com ele Estela!
- Ele tá cego, mas o resto deve tá funcionando! 
Com selo #ChuckNorris… https://t.co/KcgUkGxrA7",1,0,0
2018-04-14 04:14:22,"Tudo bem se Gael descobrir os podres de Sophia...
Mas depois de tudo que ele fez com a Clara,e ela voltar pra ele..… https://t.co/rROfdRkGM8",-1,0,-1
2018-04-13 01:27:52,FOCA NA CARA DA ADRIANA NO CHAAAAO ESSA VACA #OOutroLadoDoParaiso,-1,-1,-1
2018-04-12 00:11:54,#OOutroLadoDoParaíso até parece que o Gael não conhece a mãe que tem,-1,0,-1
2018-04-14 01:26:08,Diz que ela não morreu diz #OOutroLadoDoParaíso,-1,0,0
2018-04-11 23:56:33,"Que pena do Gael, estuprou a Clara agora descobre que a mãe é assassina. #OOutroLadoDoParaíso",-1,0,-1
2018-04-12 14:30:28,Ontem a Raquel  já combinou  com a Clara de ir na mãe  do quilombo. Beba #OOutroLadoDoParaíso,0,0,0
2018-04-10 03:28:02,"Que papelão da Clara terminar com o Patrick! A irmã precisa de um rim, não de uma rola! #OoutroLadoDoParaiso",-1,0,-1
2018-04-12 00:13:08,"Puta que pariu, a Adriana é muito chata mermão eu já dava uma surra #OOutroLadoDoParaiso",-1,-1,-1
2018-04-14 23:26:53,Xodó do céu #OOutroLadoDoParaiso https://t.co/bRwjzYfHOe,0,1,1
2018-04-14 23:11:39,Gael vai levar um tiro na barriga quase vai dessa pra melhor e não vai servir pra nada porque Clara vai ficar com P… https://t.co/E6IMMv7WOS,-1,0,0
2018-04-10 00:51:12,Chega logo! #Carcereiros #OoutroLadoDoParaíso https://t.co/TODDdhJsn1,0,0,1
2018-04-11 00:50:00,"@FelipeTitto está carregando a novela dentro da cueca? Kk
#OOutroLadoDoParaíso",1,0,-1
2018-04-11 01:11:05,"Mas esse moleque Tomaz é burro ou o que?
se o pai não tem outro filho
Só resta uma alternativa: a mãe estar grávida… https://t.co/lyC8b8is55",-1,0,-1
2018-04-14 00:38:42,A cara de felicidade do Samuel em saber que vai ter feedback com o Ciro kkkkkkkkkkkkk #OOutroLadoDoParaíso,1,0,1
2018-04-11 00:45:39,#OOutroLadoDoParaíso Só aceitaria a redenção da Nádia se ela fosse presa por racismo. Aí sim. https://t.co/G7OUII1zXL,-1,0,-1
2018-04-13 01:10:16,"O Fábio Assunção ta parecendo um lobo com esse tanto de pêlo, mas eu pegava, continua muito gato #OndeNascemOsFortes #OOutroLadoDoParaíso",1,0,1
2018-04-10 01:28:53,HAHAHAHHAHAHHH NÃO AGUENTO ESSE SAMUEL #OOutroLadoDoParaíso,1,0,1
2018-04-12 00:26:34,VAI TOMAR NO CU MANO PELO AMOR DE DEUS #OOutroLadoDoParaiso,-1,-1,-1
2018-04-11 00:36:10,"Samuel na novela , é eu na vida hahahah 😂😂😂 #OOutroLadoDoParaíso",1,0,1
2018-04-10 01:15:46,"Melissa e Diego 

Eu:

#OoutroLadoDoParaíso https://t.co/YbPk5MeSrw",0,0,0
2018-04-11 00:58:31,"Sobre Zé Vitor, Diego e Melissa #OOutroLadoDoParaíso https://t.co/jqSibgXrrB",0,0,0
2018-04-13 00:48:32,"Gente, a novela vai acabar sem a Jô levar uma surra? #OOutroLadoDoParaiso",-1,0,-1
2018-04-13 14:28:24,@DanieliNunes11 ALGUÉM CHAMA O SAMU PORQUE NAO TO BEMMMMM😂😂😂😂😂❤❤❤❤❤ #Clarick @fragosothiago @celaangel #OOutroLadoDoParaiso,1,1,1
2018-04-11 05:05:17,#OOutroLadoDoParaiso como a Lívia está grávida? Me lembro muito bem que ela nunca ia gravidar. Por isso ela queria… https://t.co/JuFrBFHPr7,0,0,-1
2018-04-10 01:25:46,#OOutroLadoDoParaíso Sofia pelo amor da um jeito nesse mala desse Bruno que delegado palerma  Gente Mds,-1,0,-1
2018-04-11 01:01:30,#OOutroLadoDoParaíso Cléo herdando o dom da dona Mercedes https://t.co/cT9oUOfGSS,0,0,0
2018-04-10 00:33:38,"Eu não canso de dizer que Laura Cardoso e maravilhosa demais, pqp #OOutroLadoDoParaiso",1,1,1
2018-04-11 01:30:00,"Clara vai pedir ajuda de Patrick para colocar o plano em prática 🤫

#PortalAmazonia #OOutroLadoDoParaiso

https://t.co/TNMfQVe5QN",0,0,0
2018-04-13 01:35:52,"Já n se faz atores de novela das 9 como antigamente viu, esse negócio de apostar nas ""caras novas"" só faz a gnt rev… https://t.co/OzhOU9gwJE",-1,0,-1
2018-04-14 01:11:09,"Eu de boa assistindo #OOutroLadoDoParaiso e do nada: ""Pam"" #PlantãoDaGlobo https://t.co/hQeWXBAw6i",0,0,0
2018-04-10 01:28:55,"Samuel é muito engraçado kkkkkkkkkkk
Cura gay porra nenhuma, ele parece que está pior do que antes 😂 #OOutroLadoDoParaíso",1,1,1
2018-04-10 01:02:20,Todos os núcleos da novela são melhores do que os envolve a Clara e a chata da Adriana  #OOutroLadoDoParaiso,-1,0,-1
2018-04-13 19:28:19,@TaiSantos2018 @Teledramaturgia Seria assim mesmo mas a novela mostra é com deveria se mas o povo não perdoa tem ta… https://t.co/zwECVKX6SH,0,-1,0
2018-04-14 00:59:15,"Como eu fico quando o Gael chega na casa da Clara: 

#OOutroLadoDoParaíso https://t.co/bCWsvPPrUd",0,0,0
2018-04-13 01:30:39,Cabelo do Nicolau Hahahaha #OOutroLadoDoParaiso https://t.co/PmyoHwh9kS,1,1,1
2018-04-13 00:58:15,#OOutroLadodoParaíso não aceito a beleza da Leandra. Que bixa linda credo,1,-1,1
2018-04-13 01:35:06,"#OOutroLadoDoParaíso
Gael vai entregar a cobra",0,0,0
2018-04-10 01:28:59,Meninas... Que entregador de pizza é esse hein #OOutroLadoDoParaiso,1,1,1
2018-04-11 00:42:33,"E essas gays machistas?

 #OOutroLadoDoParaiso",-1,0,-1
2018-04-10 00:57:49,"""Uma pessoa generosa pensaria"" Pisa menos, Henrique #OOutroLadoDoParaiso https://t.co/eOMsoLhNXQ",-1,0,1
2018-04-10 00:30:29,"Não admito, É GOLPE!!! 😭
#OOutroLadoDoParaiso https://t.co/LrBjKRdTGS",-1,-1,-1
2018-04-10 01:14:29,Filho delegado vê a mãe sendo racista e não faz nada. #OOutroLadoDoParaíso,-1,-1,-1
2018-04-12 14:49:26,Walcyr Carrasco dá pista de que Clara vai casar no fim de '#OOutroLadoDoParaíso' https://t.co/dpGaL4tDcL,0,0,0
2018-04-14 00:35:03,Xodó vai virar isca? #OOutroLadodoParaiso,0,0,0
2018-04-12 16:52:58,Bruno Montaleone que está no ar como Johnny em #OOutroLadodoParaíso fará a próxima novela da 7 #OTempoNãoPara que e… https://t.co/mYygRkp3dm,0,0,0
2018-04-12 00:26:11,Jô KKKKKKKKKKKKKKK #OOutroLadoDoParaiso,1,1,1
2018-04-11 01:27:53,que fora KKKKKKKKKKKK PISA MENOS CLARA #OOutroLadoDoParaiso,1,0,1
2018-04-14 01:19:37,Estela bem chatinha que personagem chata credo #OOutroLadoDoParaíso,-1,0,-1
2018-04-10 00:29:40,Patrick você merece O MUNDO #OOutroLadoDoParaíso,1,1,1
2018-04-14 01:09:02,Mariano meu amor sabia que tu estava vivo #OOutroLadoDoParaiso,1,1,0
2018-04-11 01:14:30,#ooutroladodoparaiso penso na Wilma mãe do menino Pedrinho ela o sequestrou ficou anos com o menino e a filha mais… https://t.co/G3OW4T4bS2,0,0,0
2018-04-13 01:24:13,"Vey essa novela tá muito boa, só acho que não é necessário intervalos #OOutroLadoDoParaiso",1,1,1
2018-04-10 00:34:30,"Clara ta sendo escrota.
Adriana nem merece!

#OOutroLadoDoParaiso",-1,-1,-1
2018-04-13 00:42:02,"Essa Jô é tão ridícula meu Deus! 
Quando é pra ajudar a Dri a separar o Carneirinho da Clara ela tá ali todo tempo.… https://t.co/Akax0QLUZk",-1,-1,-1
2018-04-11 21:02:13,Minha definição de ódio tem nome RAQUEL #OOutroLadoDoParaíso,-1,0,-1
2018-04-11 01:18:19,"Um casamento sem a Clara de madrinha e pagando lua de mel ? 
#OOutroLadoDoParaiso",0,0,0
2018-04-11 01:35:22,"Tua mãe e assassina aí Xodô meu deus 
#OOutroLadoDoParaíso",-1,0,-1
2018-04-14 00:22:52,"Beth convencendo três médicos, o poder de uma mãe. #OOutroLadoDoParaíso",1,1,0
2018-04-12 18:11:00,"‘O Outro Lado do Paraíso’: após recusa de doar rim, Beth detona Jô e a desmascara https://t.co/ZMtXAMpMtw… https://t.co/sryzVwJlOH",0,0,0
2018-04-14 00:34:01,"Bruno quer tudo de mão beijada, até a investigação, né?! Foi assim c/ o divórcio tb. Lembra q pediu pro pai ver a p… https://t.co/YFhUJ3hK7W",-1,0,-1
2018-04-14 00:40:22,Depois de tudo que o Samuel fez com o Cido. Acho que ele não merece ele mais não! Ele fez muita hora com a cara do Cido #OOutroLadoDoParaiso,-1,0,0
2018-04-13 00:41:18,"O autor vai dar alguma história pro personagem vergonhoso da Bárbara Paz. Aposto em algum câncer, DST, alienígena o… https://t.co/3prho0ZvF7",-1,-1,-1
2018-04-10 01:27:48,Nádia pedindo perdão a Raquel... Que cena linda! Chega de Racismo!  #OOutroLadoDoParaiso,1,1,1
2018-04-14 00:34:56,Acho que eu subestimei o Bruno #OOutroLadoDoParaiso,1,0,1
2018-04-13 00:36:38,Estou sem saco pra essa novela. Alguém mais? #OOutroLadoDoParaíso,-1,-1,-1
2018-04-13 03:08:33,"Observando o diálogo de Adriana #OOutroLadoDoParaíso  com pai até nós últimos, momentos agente se preocupa com os o… https://t.co/l5v6ZECfz9",0,-1,0
2018-04-10 00:30:11,"Sério que o autor dessa novela tá querendo forçar esse estuprador? Ninguém gosta desse embuste!
#OOutroLadoDoParaiso",-1,-1,-1
2018-04-12 00:12:24,#OOutroLadoDoParaíso.  Gael juntou as figurinhas. Constatou a crueldade da mãe.,0,0,0
2018-04-14 00:36:18,Samuel tá doido pro Cido enfiar a mangueira no tanque dele #OOutroLadoDoParaíso,1,0,0
2018-04-14 01:10:05,Puta que pariu! Guerra na Síria! #Plantão #OOutroLadoDoParaiso,0,0,0
2018-04-13 08:08:42,"Meu Deus, que homem é esse Patrick!! #OOutroLadoDoParaiso",1,1,1
2018-04-14 00:56:36,"Adriana do jeito q é embuste, nem os doadores anônimos querem doar para ela, ninguém gosta dela, por isso que tá so… https://t.co/deEONRRp7A",-1,-1,-1
2018-04-12 00:16:20,"Que texto meusa migos
Miserifuckingcórdia #OOutroLadoDoParaiso",-1,-1,1
2018-04-12 00:14:45,"Já estou cansada de ver Gael socado na casa de Mercedes
#OOutroLadoDoParaiso
#Clarick https://t.co/B5xXdfQkBH",-1,-1,-1
2018-04-14 01:28:31,SABIA QUE ERA A SIMONE IRMA DO FABIAN KKKKKKKKKKKKKKKK SOCORRO #OOutroLadoDoParaíso,1,-1,1
2018-04-13 01:16:34,Que cena fofa do Gael e Clara S2 #OOutroLadoDoParaiso,1,-1,1
2018-04-14 01:18:30,"Fadom #Clarick se preparando para o enterro de Renato kkkk
#OOutroLadoDoParaiso https://t.co/3AiUBA4IBz",1,0,0
2018-04-11 01:14:55,"Esse bordel vai fechar com as quengas tudo casando
#OOutroLadoDoParaíso",0,0,0
2018-04-14 01:25:50,Sempre o Plantão da Globo aparece quando ta passando as cenas do bordel LEVEI UM SUSTO #OOutroLadoDoParaíso,-1,0,0
2018-04-12 00:15:41,"#OOutroLadoDoParaiso

a gente tem ranço da Adriana né, mas ela sofreu alienação parental, msm assim acho ela um saco 😂😂😂😂",-1,1,-1
2018-04-13 00:52:02,"Tapão, adorei #OoutroLadoDoParaíso",1,1,1
2018-04-11 01:26:48,Bruno já levou tanto fora que já pode pedir umas 7 músicas no Fantástico. #OOutroLadoDoParaíso,1,0,0
2018-04-13 01:28:46,#OOutroLadoDoParaíso será que agora o  público tem raiva da Adriana? :O,0,-1,0
2018-04-10 01:20:16,Chegou o Grande  momento #OOutroLadoDoParaiso #bruquel,1,1,1
2018-04-11 01:53:19,Sofia podia ter matado o Zé Vítor no lugar do Mariano. Homem chato! #OoutroLadoDoParaíso,-1,0,-1
2018-04-10 00:47:58,"Aí gente, qual a propriedade da beth pra afirmar que o Gael ama a clara?? 😒😒 #OOutroLadoDoParaiso",-1,-1,-1
2018-04-11 01:10:04,"Clara poderia ficar com o filho da Livia, criar desde de pequeno (que a Livia roubou dela). e chamar ele de filho tb #OOutroLadoDoParaiso",0,0,0
2018-04-12 00:12:44,Alguem some c a Jo #oOutroLadoDoParaíso,-1,-1,-1
2018-04-12 00:21:38,"SEDENTO PELO TOMBO DA ADRIANA, JÔ NÃO DOARÁ O RIM PARA ELA.
ESSE MOMENTO VAI SER APENAS MEUUU
#OOutroLadoDoParaíso https://t.co/NV7hyuzDT0",1,0,1
2018-04-11 01:09:02,"“Não gostei, gosto da vida que a gente tem” Tomaz você só fica enfiado nesse quarto que vida que é essa #OOutroLadodoParaiso",-1,0,-1
2018-04-10 00:57:42,Jô sendo desmacarada kakakakakakaka ADORO #OOutroLadoDoParaiso https://t.co/z4EPdLdjgK,1,1,1
2018-04-10 01:28:29,Samuel provando que cura gay não existe #OOutroLadoDoParaiso,1,0,1
2018-04-11 01:28:42,"Você quer suco?  Vá tomar suco na sua casa!😂😂😂😂😂😂😂
#OOutroLadoDoParaíso",1,0,1
2018-04-13 01:20:27,"Bruno é um delegado bem fraquinho
#OOutroLadoDoParaíso",-1,0,-1
2018-04-11 18:22:50,"Amália podia morrer.
Muito chata.
Ela e Adriana de #OOutroLadoDoParaíso tão na mesma escala de chatice.… https://t.co/agWfUH8BPA",-1,0,-1
2018-04-13 01:07:03,Nunca peguei ranço tão rápido por uma pessoa como peguei pelo Zé Victor #OOutroLadoDoParaiso https://t.co/xcN9GuemL4,-1,-1,-1
2018-04-10 01:30:26,"Não tem uns entregador de pizza assim aqui não hahahaha 
#OOutroLadoDoParaíso",1,0,1
2018-04-13 00:35:41,"Faltou uns tapas na cara nessa novela, né ? Tipo Clara e Sophia, Beth e Jô #OOutroLadoDoParaiso",-1,-1,-1
2018-04-10 00:29:55,"eu já não estava assistindo a novela.. agr então!!! RIDÍCULO 
#OOutroLadoDoParaiso",-1,-1,-1
2018-04-11 01:18:05,A clara até agora não apareceu. A tendência então nessa reta final são os núcleos secundários aparecerem menos?! 🤔#OOutroLadoDoParaíso,-1,0,0
2018-04-14 00:32:22,O temor do Senhor é o princípio da sabedoria; todos os que cumprem os seus preceitos revelam bom senso. Ele será lo… https://t.co/A6fuC2NCtc,0,0,0
2018-04-11 00:36:36,"A novela começou tão legal e conseguiram cagar a porra toda. 
Cancela essa merda. 
#OOutroLadoDoParaíso",-1,0,-1
2018-04-10 00:32:35,💔 CLARICK  e fim.  #OOutroLadoDoParaíso https://t.co/7D0fsUAuNX,-1,-1,-1
2018-04-12 00:28:32,#OOutroLadoDoParaiso única novela que estuprador agressor vira mocinho......... NOVELA LIXO!,-1,-1,-1
2018-04-14 00:19:46,Bruno é banana demais pra ser delegado. #OOutroLadoDoParaíso,-1,-1,-1
2018-04-12 00:34:30,"Única coisa que não podemos reclamar dessa novela,é a trilha sonora,pq está impecável.  

#OOutroLadoDoParaíso https://t.co/c6KjJRLSHH",1,1,1
2018-04-14 01:49:06,Kero! #OOutroLadoDoParaíso https://t.co/6Go0fU2QRc,1,0,1
2018-04-10 02:42:40,Af ainda bem que eu tô fazendo faculdade e não vejo essas coisas #OOutroLadoDoParaiso,-1,0,-1
2018-04-12 00:15:07,Nem sei pra que perder tempo gravando esse pedaço / inútil  #OOutroLadoDoParaiso,-1,-1,-1
2018-04-12 00:18:31,#OOutroLadoDoParaíso aff ranço máximo da Jô,-1,-1,-1
2018-04-10 01:02:55,"#OOutroLadoDoParaiso
Essa Estela é outra chata",-1,0,-1
2018-04-13 00:50:14,"Nossa como a Jô é monstruosa.
#OOutroLadoDoParaiso",-1,-1,-1
2018-04-12 22:53:08,"Se você enxergar o que está por trás de todas as coisas sem exceção, então tudo se tornará transparente para você.… https://t.co/JmVu3utUzr",0,1,0
2018-04-12 00:35:54,"A Lívia era estéril a novela toda, do nada deu a doida no autor e a giromba mágica do Mariano fez ela ficar prenha. #OOutroLadoDoParaiso",-1,0,-1
2018-04-14 15:11:55,MEU CLARICK TÁ VÍVISSIMO #OOutroLadoDoParaíso https://t.co/8ZD5Vv4GLy,1,1,1
2018-04-13 00:53:59,"Amor de mãe mesmo, né? Mesmo sendo humilhada pela menina... #OOutroLadoDoParaíso https://t.co/c1WwAxjJDu",1,1,0
2018-04-12 00:33:54,"Brinco de Mariano: claro que a assassina ia guardar um objeto da vítima.

#OOutroLadoDoParaíso https://t.co/WHfpS1VTUq",0,0,0
2018-04-14 00:27:10,"eu gostava tanto do Bruno no início, hoje não suposto ele, muito bobo #OOutroLadodoParaiso",-1,-1,-1
2018-04-14 10:59:05,Sobre #OOutroLadoDoParaiso : https://t.co/5y3o4JNWts,0,0,0
2018-04-12 00:34:20,Achou deu ruim Sophia #OOutroLadoDoParaiso,-1,-1,0
2018-04-13 00:49:35,"""Doa seu rim pra Adriana, por favor""
- NUNCA

PISA JOOOOOO #OOutroLadoDoParaíso. https://t.co/xTpxKbFhKk",-1,0,1
2018-04-13 01:37:12,Se um dia eu critiquei o Gael eu não lembro rs #OOutroLadoDoParaiso https://t.co/U856CmPK4g,1,0,1
2018-04-13 00:51:57,"A máscara da Jô caiu junto com a casa dela,,ela foi pro olho da rua,,essa cobra venenosa,,
#OOutroLadoDoParaíso",-1,-1,0
2018-04-10 01:05:05,Estela já saiu puxando o boy KKKKKKK #OOutroLadoDoParaiso,1,0,1
2018-04-11 01:11:24,Pisa menos Grazi Massfera #OOutroLadoDoParaíso,-1,0,1
2018-04-12 00:14:41,Adriana é tão ruim pra mãe que ela deveria morrer mesmo.  #OOutroLadoDoParaíso,-1,-1,-1
2018-04-10 01:04:46,Ususushshshshshshshsjshsjsj esse Gael #OOutroLadodoParaiso,1,0,1
2018-04-13 01:21:03,"Bruno, como delegado nessa novela é igual a Rainha Elizabeth do Reino Unido  é uma mera figura decorativa kkk. Porq… https://t.co/QL359EHNNF",1,-1,-1
2018-04-12 00:23:37,"Vai Jô,doa teu rins pra tua filha amada kkk #OOutroLadoDoParaíso",1,1,1
2018-04-13 01:06:43,Queria ter a coragem do Zé Victor pra afrontar a Sofia pra levantar da cama ... Doido pra pegar uma tesourada #OOutroLadoDoParaíso,0,1,0
2018-04-11 01:08:29,A reação não foi bem como ela esperava... #OOutroLadoDoParaíso https://t.co/ytW6TYUuia,0,0,0
2018-04-12 00:25:35,"DEEEEEUS QUE REVIRAVOLTA É ESSA???????????
#OOutroLadoDoParaiso",-1,0,1
2018-04-11 00:42:52,"Gente, pelo amor de Deus, que mico foi esse? Desmerecer o feminismo com uma piada ridícula dessa! O escritor dessa… https://t.co/MircTlxVwU",-1,0,-1
2018-04-11 00:41:58,SHIPEEEEEEEEI #OoutroLadoDoParaíso haahahahaha,1,0,1
2018-04-11 01:31:51,"Só na cabeça de Carrasco, Patrick é esse super home pica das galáxias. Pqp, viu? #OOutroLadoDoParaíso",-1,0,-1
2018-04-13 00:56:39,Um absurdo! Eu fumo e sou boazinha 🌹 #OOutroLadoDoParaíso https://t.co/GnzWSqAq08,1,1,0
2018-04-14 03:03:55,"Walcyr vai levar a lei do retorno pro Renato muito a sério. Por ter matado Beatriz, o mesmo vai ser morto pelo Patr… https://t.co/5fwFDGcqcD",0,0,0
2018-04-12 00:33:33,"Como vamos shippar, Leandrael GaeLeandra? #OOutroLadoDoParaíso https://t.co/rOiHTClTrV",1,1,0
2018-04-12 00:27:13,"a Beth quase arrancou o rim da Jô no dente

#OOutroLadoDoParaiso",0,0,0
2018-04-11 01:26:05,Essa novela ta uó mds #OOutroLadoDoParaíso,-1,0,-1
2018-04-13 01:34:00,"#OOutroLadoDoParaíso
Esse carinho repentino da Adriana pelo nicolauzinho é ridiculo. Falsa do caralho só porque tá morrendo.",-1,-1,-1
2018-04-11 00:43:19,Núcleo mais tosco da novela #OoutroLadodoParaiso https://t.co/ayQKOkzu7v,-1,0,-1
2018-04-12 00:25:42,Aaaaaaaah máscara caiu  #OOutroLadoDoParaíso,1,0,1
2018-04-14 02:47:15,"Amores irei voltar com o meu canal em breve! Se inscrevam 💜✔

• https://t.co/lj2zsctZsw

#YouTube #BoaNoite #Áries… https://t.co/YivpxCVpfz",0,0,0
2018-04-14 01:08:16,Será que esse dólar é de verdade? Tá fácil demais. A mulher dona do bordel e fica com cerimônia para cobrar a noite… https://t.co/ykMBUnuZfz,-1,0,0
2018-04-12 00:18:44,Jó é tão insuportável quanto a Adriana.  #OOutroladoDoParaiso,-1,-1,-1
2018-04-14 00:50:30,nossa lívia amiga tu és péssima kkkkkkkkk #ooutroladodoparaíso,1,-1,-1
2018-04-12 00:17:39,O personagem dessa Adriana é nojento demais! Parece que tem uma almofada no lugar do cérebro e um rei no lugar do e… https://t.co/pnh3oCNvnt,-1,-1,-1
2018-04-10 00:55:33,Cena da Adriana e eu zZzZzz #OOutroLadoDoParaiso,-1,-1,-1
2018-04-13 01:17:43,Não perca a esperança Amaro!!  #OOutroLadoDoParaíso,1,1,0
2018-04-14 00:24:50,"Samuel se comoveu com o desespero de Beth
#OOutroLadoDoParaiso
#Clarick",0,0,0
2018-04-14 00:55:02,"""vamos fazer um sanduíche?""
""Eu prefiro um bj"" 
AAAAAAAAA benan #OOutroLadodoParaíso",1,1,1
2018-04-11 15:08:09,"lição de vida: trabalhem no puteiro love chique, porque vcs vão casar rapidinho!! #OOutroLadoDoParaiso",1,0,0
2018-04-10 01:02:07,O filho da Clara não apareceu mais #OOutroLadoDoParaiso,0,0,0
2018-04-12 00:36:52,"Patrick trabalhou,Xodó tudo contou,Gael se chocou,Mercedes aconselhou,Beth visitou,Adriana escrotizou,Jô a doar rim… https://t.co/ZcpCKvad3f",0,0,0
2018-04-14 23:26:54,"Esperando o teaser sair e já perceber de cara q só ele já pissssa no bodrio , no Circão. #OOutroLadoDoCirco… https://t.co/5W737C9Pei",-1,0,0
2018-04-10 01:29:09,Aonde eu moro não tem entregador de pizza assim não kkkkkkkkkk #OOutroLadoDoParaíso,1,0,1
2018-04-14 01:10:09,"PLANTÃO MEU CORAÇÃO PARA
#OOutroLadoDoParaiso",0,0,0
2018-04-14 00:50:03,"#OOutroLadoDoParaiso 
Deleta e faz de novo.",-1,0,-1
2018-04-12 00:09:47,Todos duvidam da capacidade da Sophia de matar um homem. Não subestimem as pessoas #OoutroLadoDoParaíso,0,0,0
2018-04-13 01:30:41,"A mina não dá bola pro cara,
Ai ele resolve doar um Rim pra ela...
Brother kkkkkkkk 😂 #OOutroLadoDoParaiso",1,1,0
2018-04-10 00:29:46,meu clarick não porra do caralho cu caralhao cuzao disgraçaaaaaaaaa #OOutroLadoDoParaíso https://t.co/kHCG19J0A2,-1,-1,-1
2018-04-11 01:33:51,"Cheguei pro #BBB18, mas ainda tá passando #OOutroLadoDoParaíso https://t.co/yUd7D7KJKy",0,0,0
2018-04-14 01:26:21,"#OOutroLadoDoParaíso 
Beatriz vai ""Reviver""",0,0,0
2018-04-12 14:29:56,Que a Jô é um vaca todo mundo já sabia né gente #OOutroLadoDoParaiso,-1,-1,-1
2018-04-14 00:24:40,#OOutroLadoDoParaíso Por quê Beth não recebe um fígado de transplante também? Doa um rim e recebe um pedaço de um f… https://t.co/b2s45FYfYL,0,0,0
2018-04-10 01:24:44,"Nádia pedindo perdãoooo pra Raqueeeel, momento HISTÓRICO, ja tava na hora ja #OOutroLadoDoParaíso",1,0,1
2018-04-14 01:11:12,Segredo da dona Caetana: chave de ppk #OOutroLadodoParaiso,0,0,0
2018-04-11 01:15:59,Aí não consigo achar lindo a Lívia com Tomás pq a porra do filho não é dela e vocês não podem esquecer que foi ela… https://t.co/2leE3P78kp,-1,0,-1
2018-04-10 00:26:03,Não mereço a Clara usando o Gael como desculpa para deixar o Patrick. É tipo falar que tá preferindo o demônio. #OOutroLadoDoParaíso,-1,-1,-1
2018-04-10 19:55:56,"Globo SP 09/04

#Celebridade 14,1
#Malhacao 18,1
#OrgulhoEPaixao 22,1
#DeusSalveORei 26,6 
#OOutroLadoDoParaiso 42,2
#BBB18 30,8",0,0,0
2018-04-12 01:17:13,Essa Jô não serve nem pra doar um rim! Desgraça #OOutroLadoDoParaíso https://t.co/RqqHOnixsF,-1,-1,-1
2018-04-10 00:44:11,"Amoooô as cenas do Samuel kkkkkkkkk

#OOutroLadoDoParaiso",1,1,1
2018-04-14 00:45:38,Esse Bruno Gagliasso velho no comercial da Renault me deixou com uma sensação de ter 200 anos #OOutroLadoDoParaíso,0,0,0
2018-04-13 00:49:35,"Quero ver a Adriana falar que essa imunda é a mãe dela agora, e ter o carinho que tinha antes #OOutroLadoDoParaiso",-1,-1,0
2018-04-13 00:50:27,MUITO FRACO BETH METE UM MURRO #OOutroLadoDoParaiso,-1,-1,-1
2018-04-12 00:33:57,"Esse Xodó é uma gracinha né 
#OOutroLadoDoParaiso",1,1,1
2018-04-10 01:13:56,Adriana tinha tudo pra ser uma personagem FODÁSTICA. A atriz é ótima e tem presença. Saiu de promissora advogada in… https://t.co/WnbKqRGN2J,-1,1,-1
2018-04-10 05:01:42,"K.O já está enchendo o saco na trama das nove, e o pior é ter que aguentar que cura gay existe, ah tá, conta outra… https://t.co/scgMSxk9FW",-1,-1,-1
2018-04-13 01:02:02,"#ooutroladodoparaiso se fosse atriz, eu morreria de vergonha de ter essa novela no meu currículo.",-1,-1,-1
2018-04-10 00:32:04,Quero Leandra e Gael juntos no final porra! #OOutroLadoDoParaíso,-1,1,0
2018-04-11 00:36:36,Não pq aqui nunca vai entregador de pizza bonito #OOutroLadoDoParaíso https://t.co/eCBdV5BV2a,1,0,1
